author,datePublished,summary,title
Sarah N. Lynch,"April 5, 2019 /  4:40 PM / 2 months ago","WASHINGTON (Reuters) - U.S. Attorney General William Barr said he was ordering certain Justice Department offices to investigate possible discrimination targeting gay, lesbian, bisexual and transgender employees after an internal gay affinity group complained of low morale. ",U.S. attorney general orders probe into mistreatment of gay employees
Sergio Goncalves,"April 15, 2019 /  11:06 AM / 2 months ago","LISBON (Reuters) - At a time when a slowing global economy is seen as a threat to Portugal’s growth, the country is betting on a new artificial intelligence platform to help companies boost their exports.  ",Portugal bets on artificial intelligence to boost exports
Foo Yun Chee,"April 15, 2019 /  8:36 AM / 2 months ago",BRUSSELS (Reuters) - Google will have to pay publishers for news snippets and Facebook filter out protected content under new copyright rules aimed at ensuring fair compensation for the European Union’s $1 trillion creative industries. ,"EU approves tougher EU copyright rules in blow to Google, Facebook"
,"April 15, 2019 /  11:26 AM / 2 months ago","BERLIN (Reuters) - Workers at four Amazon logistic centers in Germany went on strike on Monday, the latest action in a long-running campaign for better pay and conditions. ",Amazon workers strike at four German warehouses
,"April 15, 2019 /  12:21 PM / 2 months ago",(Reuters) - Digital printing company Electronics For Imaging Inc said on Monday private equity firm Siris Capital Group LLC would buy the company for about $1.6 billion in cash. ,Siris Capital to buy Electronics For Imaging for $1.6 billion
Norihiko Shirouzu,"April 15, 2019 /  9:05 AM / 2 months ago","BEIJING (Reuters) - Toyota Motor Corp has agreed to sell electric car technology to Singulato, its first deal with a Chinese electric vehicle startup, allowing the fledgling firm to speed up development of a planned mini EV. ",Exclusive: Toyota sells electric vehicle technology to Chinese startup Singulato
,"April 15, 2019 /  1:56 PM / 2 months ago",BRUSSELS (Reuters) - Belgium’s center for cybersecurity has found no evidence that telecoms equipment supplied by Huawei Technology could be used for spying. ,Belgian cybersecurity agency finds no threat from Huawei
"Johannes Hellstrom,Esha Vaish","April 15, 2019 /  12:06 PM / 2 months ago","STOCKHOLM (Reuters) - Sweden’s Veoneer expects to gain from a commercial delay in self-driving cars, betting that rising demand for its radar and camera-based systems as the industry ramps up to autonomy will boost its market position. ",Sweden's Veoneer bets driverless car delay will be its gain
Stephen Nellis,"April 15, 2019 /  11:01 AM / 2 months ago","(Reuters) - Apple Inc and its allies on Monday will kick off a jury trial against chip supplier Qualcomm Inc in San Diego, alleging that Qualcomm engaged in illegal patent licensing practices and seeking up to $27 billion in damages.  ","Apple, allies seek billions in U.S. trial testing Qualcomm's business model"
,"April 15, 2019 /  12:11 PM / 2 months ago","SHANGHAI (Reuters) - Volkswagen will use Chinese software developers to help design a global autonomous vehicle architecture thanks to the prevalence of qualified programmers which carmakers are struggling to hire elsewhere, senior executives said on Monday. ",VW says China to become global software development hub to autonomous tech
David Morgan,"April 3, 2019 /  5:06 AM / 2 months ago","WASHINGTON (Reuters) - U.S. congressional Democrats on Wednesday authorized a powerful committee chairman to subpoena Special Counsel Robert Mueller’s full report on Russia’s role in the 2016 election, moving closer to a legal clash with President Donald Trump’s administration. ","Democrats in Congress authorize subpoenas for Trump-Russia report, legal battle looms"
Gina Cherelus,"April 8, 2019 /  1:13 PM / 2 months ago","(Reuters) - The Baltimore City Council on Monday called on Mayor Catherine Pugh to resign as the state probes a deal in which a hospital chain where she served as director paid her $500,000 for copies of her self-published children’s book “Healthy Holly.” ","Baltimore city council urges mayor to resign amid probe into $500,000 book payment"
"Anna Koper,Joanna Plucinska","April 16, 2019 /  9:27 AM / 2 months ago","WARSAW (Reuters) - Poland is unlikely to exclude all Huawei equipment from its next generation mobile networks, a government minister told Reuters, in part to avoid increased costs for mobile operators. ",Poland to hold off blanket ban on Huawei 5G gear due to cost concerns
"Patricia Zengerle,Diane Bartz","April 7, 2019 /  9:41 PM / 2 months ago","WASHINGTON (Reuters) - U.S. Homeland Security Secretary Kirstjen Nielsen, who oversaw President Donald Trump’s bitterly contested immigration policies during her tumultuous 16-month tenure, resigned on Sunday amid a surge in the number of migrants at the border with Mexico. ",Homeland Security Secretary Nielsen resigns amid Trump anger over border
,"April 16, 2019 /  10:13 AM / 2 months ago","MOSCOW (Reuters) - Twitter and Facebook have nine months to comply with data law by moving Russian user data onto servers in Russia, Interfax cited communications watchdog head Alexander Zharov as saying on Tuesday.     ","Russia: Twitter, Facebook have nine months to comply with data law - Ifax"
Anna Irrera,"April 16, 2019 /  11:08 AM / 2 months ago","NEW YORK (Reuters) - New York-based cryptocurrency compliance startup Chainalysis has raised $6 million in funding from Japanese financial group Mitsubishi UFJ Financial Group Inc and venture capital firm Sozo Ventures, the company said on Tuesday. ","Crypto compliance startup Chainalysis raises funding from MUFG, Sozo Ventures"
,"April 16, 2019 /  3:56 AM / 2 months ago",(Reuters) - Foxconn’s Chairman Terry Gou said on Tuesday he is considering contesting Taiwan’s 2020 presidential election and the company said he would withdraw from the daily operations of the world’s largest contract manufacturer. ,"Foxconn chairman to withdraw from daily operations, considers presidential run"
,"April 16, 2019 /  10:03 AM / 2 months ago","MILAN (Reuters) - Italy’s antitrust authority said on Tuesday it had launched a probe into five Amazon companies for possible abuse of dominant market position in e-commerce and logistical services.    It said the probe had been launched into Amazon Services Europe, Amazon Europe Core, Amazon EU, Amazon Italia Services and Amazon Italia Logistica. ",Italy's competition watchdog launches probe into five Amazon companies
,"April 16, 2019 /  11:18 AM / 2 months ago","BENGALURU (Reuters) - Indian software services exporter Wipro Ltd missed analyst estimates for fourth-quarter profit on Tuesday, partly hurt by a rise in expenses and forecast weak growth at its biggest business segment. ",India's Wipro misses fourth-quarter profit estimates
"Norihiko Shirouzu,Paul Lienert,Nick Carey","April 16, 2019 /  2:57 AM / 2 months ago","BEIJING/DETROIT (Reuters) - It took one 330 kilometer trip from Chongqing to Chengdu in his Nio ES8, a seven-seater all-electric SUV, for its owner Wang Haichun to be consumed with buyer’s remorse. ",The uphill road: battery limitations to test China's electric vehicle ambitions
,"April 16, 2019 /  10:39 AM / 2 months ago","TOKYO (Reuters) - Japan’s financial regulator will require cryptocurrency exchanges to strengthen internal oversight of the so-called “cold wallets” used to store digital money, a source with direct knowledge of the matter told Reuters on Tuesday. ",Japan to require crypto exchanges to bolster internal oversight: source
"Kristina Cooke,Yeganeh Torbati","April 6, 2019 /  6:15 PM / 2 months ago","WASHINGTON (Reuters) - It could take the U.S. government up to two years to identify potentially thousands of additional children separated from their parents by the authorities at the southern border, the government said in a court filing. ",U.S. government says it could take two years to identify families separated at border
,"April 16, 2019 /  12:53 PM / 2 months ago","SHANGHAI (Reuters) - China’s Tianhong Asset Management Co, controlled by Jack Ma’s Ant Financial Group, is stepping up the expansion of its cross-border business as regulatory curbs check the growth of its giant Yu’e Bao fund at home, a senior executive said on Tuesday. ","Tianhong, controlled by Jack Ma's Ant Financial, seeks diversification outside China"
"Esha Vaish,Simon Jessop","April 15, 2019 /  4:08 PM / 2 months ago","STOCKHOLM/LONDON (Reuters) - A vibrant start-up scene, which has spawned stars such as Spotify, Skype and Rovio, is inspiring Nordic pension funds to invest more money with local private equity funds. ",Spotify prompts Nordic pension funds to add private equity to playlists
Yimou Lee,"April 16, 2019 /  12:49 AM / 2 months ago","TAIPEI (Reuters) - Foxconn’s Chairman Terry Gou said on Tuesday he is considering whether to run for Taiwan’s 2020 presidential election, a day after Reuters reported the tycoon planned to step down from the world’s largest contract manufacturer. ","Foxconn's Gou says may run for Taiwan president, step back from daily business"
,"April 15, 2019 /  3:26 PM / 2 months ago","(Reuters) - Shares of Spotify Technology SA fell 4 percent on Monday after a report said Amazon.com Inc was in talks to launch a free ad-supported music service, which is expected to intensify competition for the music streaming leader. ",Spotify shares fall on report Amazon in talks to launch ad-supported music offering
,"April 15, 2019 /  3:36 PM / 2 months ago",FRANKFURT (Reuters) - The bosses of BMW and Deutsche Telekom have urged the German government to take action to block a European Commission proposal that would set a Wi-Fi-based standard for connected cars. ,German bosses urge government to stop EU proposal on connected cars
,"April 7, 2019 /  1:32 PM / 2 months ago","WASHINGTON (Reuters) - Top White House officials on Sunday defended President Donald Trump’s plan to name two political loyalists to the Federal Reserve board of governors, brushing aside controversies over their personal lives and qualifications to help run the world’s most powerful central bank.  ","Cain, Moore nominations for Federal Reserve seats on track: Kudlow"
Steven Scheer,"April 15, 2019 /  3:46 PM / 2 months ago","NESS ZIONA, Israel (Reuters) - Nano Dimension, a pioneer in 3D printers for circuit boards, expects to keep up a steep rate of sales growth while reducing its cash burn as it taps demand from new sectors such as defense and space exploration, the company’s leaders said. ",Nano Dimension sees sharp growth on increasing demand for 3D printing
,"April 15, 2019 /  6:07 PM / 2 months ago","PARIS (Reuters) - France will push for the European Union to adopt a regulatory framework on cryptocurrencies similar to the one it brought in last week at a national level, becoming the first major country to do so, French Finance Minister Bruno Le Maire said on Monday.  ",France to ask EU partners to adopt its cryptocurrency regulation
,"April 16, 2019 /  4:58 AM / 2 months ago","SHANGHAI (Reuters) - Daimler’s China chief said sales rose 3 percent in the first quarter, defying an overall downturn in demand in the world’s biggest car market, thanks to robust demand for ultra luxury vehicles like the Mercedes S-Class Maybach. ",Daimler: Mercedes sells more than 600 Maybach models a month in China
"Christopher Bing,Jack Stubbs","April 15, 2019 /  8:01 PM / in 2 months","WASHINGTON/LONDON (Reuters) - The United States will push its allies at a meeting in Prague next month to adopt shared security and policy measures that will make it more difficult for China’s Huawei to dominate 5G telecommunications networks, according to people familiar with the matter and documents seen by Reuters.  ",U.S. to press allies to keep Huawei out of 5G in Prague meeting: sources
,"April 16, 2019 /  2:30 AM / 2 months ago","SHANGHAI (Reuters) - Daimler plans to launch an electric compact sport utility vehicle in 2021 which will be called the Mercedes EQB, the German carmaker’s CEO said on Tuesday. ",Daimler to launch electric compact SUV in 2021: CEO
,"April 16, 2019 /  5:22 AM / 2 months ago",BENGALURU (Reuters) - Indian IT services firm Wipro Ltd said on Tuesday some of its employee accounts may have been hacked due to an advanced phishing campaign and that the company had launched an investigation to contain any potential impact. ,India's Wipro investigating potential breach of some employee accounts
Sijia Jiang,"April 16, 2019 /  1:57 AM / 2 months ago","HONG KONG (Reuters) - China’s Huawei Technologies said on Tuesday it has not held talks with Apple Inc about supplying 5G chipsets, a day after its founder said it was open to selling such chips to the U.S. firm which has yet to unveil dates for a next-gen iPhone. ","Huawei says not discussed 5G chipsets with Apple, wins more telco gear contracts"
Roberta Rampton,"April 8, 2019 /  5:45 PM / 2 months ago","WASHINGTON (Reuters) - President Donald Trump has ordered a shake-up of the leadership of the Department of Homeland Security, the head of the U.S. Secret Service said on Monday, after the White House said the official would be soon be leaving his post. ",Secret Service chief to leave in Trump security shake-up
Noel Randewich,"April 16, 2019 /  4:46 PM / 2 months ago","SAN FRANCISCO (Reuters) - Shares of Netflix jumped 3 percent on Tuesday ahead of the streaming video service’s quarterly results, with traders expecting a larger than normal reaction from the stock as new competition looms from Walt Disney Co. ",Netflix surges ahead of quarterly results report; Disney in focus
Dave Sherwood,"April 16, 2019 /  1:03 PM / 2 months ago","SANTIAGO (Reuters) - Amazon Web Services, a unit of Amazon.com Inc, said it will help astronomers in Chile crunch huge troves of data using its cloud computing services, a symbolically important step for the retail-to-entertainment giant as it looks to expand in Latin America. ",Amazon to crunch data for Chilean stargazers amid Latam push
,"April 16, 2019 /  4:08 PM / in 2 months",LONDON (Reuters) - A Hong Kong artist has created an artificial intelligence (AI) robot which creates its own paintings. ,AI Robot paints its own moonscapes in traditional Chinese style
Arlene Washington,"April 9, 2019 /  1:23 AM / 2 months ago",(Reuters) - The largest Democratic field in the modern political era is lining up to seek the party’s 2020 presidential nomination - and is expected to keep growing. ,Factbox: Big Democratic field taking shape for 2020 U.S. presidential race
"Lisa Richwine,Vibhuti Sharma","April 16, 2019 /  8:12 PM / 2 months ago","(Reuters) - Netflix Inc gave a weak forecast on Tuesday that unnerved investors just as Walt Disney Co and others prepare to escalate Hollywood’s streaming video wars, although the company’s quarterly results beat Wall Street targets. ",Netflix forecast disappoints as streaming competition looms
John McCrank,"April 16, 2019 /  4:50 PM / in 2 months","NEW YORK (Reuters) - Imperative Execution, a startup electronic stock trading venue operator, has found early success using artificial intelligence (AI) to reduce price movements after trades, and now it plans to use the technology to help brokers get larger trades done.  ",AI-assisted stock trading venue plans to use the technology for bigger trades
,"April 16, 2019 /  11:48 PM / 2 months ago","(Reuters) - Intel Corp said on Tuesday it was exiting the 5G smartphone modem business, while assessing opportunities for 4G and 5G modems in PCs, internet of things devices and other data-centric devices. ",Intel says to exit 5G smartphone modem business
Hilary Russ,"April 16, 2019 /  9:48 PM / 2 months ago",NEW YORK (Reuters) - Microsoft Corp said on Tuesday its Xbox Game Studios will partner with Turner Sports’ ELEAGUE to produce a documentary series about “Gears of War” players in conjunction with a new version of the video game launching later this year.  ,Xbox to partner with ELEAGUE for Gears of War series
,"April 15, 2019 /  9:27 PM / 2 months ago","(Reuters) - Hulu has bought back wireless carrier AT&T Inc’s stake in the U.S. entertainment streaming service for $1.43 billion, in a deal that values Hulu at $15 billion, the two companies said on Monday. ","Hulu spends $1.43 billion to buy back AT&T stake, values streaming service at $15 billion"
,"April 17, 2019 /  1:09 AM / 2 months ago",(Reuters) - Dutch chipmaker NXP Semiconductors NV said on Wednesday that it has invested in Chinese self-driving technology company Hawkeye Technology Co Ltd to expand its footprint in the automotive radar market in China. ,NXP invests in Chinese self-driving technology company Hawkeye
Sayanti Chakraborty,"April 16, 2019 /  8:17 PM / 2 months ago","(Reuters) - International Business Machines Corp reported a bigger-than-expected drop in first-quarter revenue on Tuesday, hurt by tapering demand for its mainframe computers and a stronger dollar, sending its shares down about 3 percent. ",IBM quarterly revenue misses on weak mainframe computer business
,"April 16, 2019 /  5:03 PM / 2 months ago","(Reuters) - Twitter Inc said on Tuesday it had suspended 100,000 accounts for creating new accounts after a suspension during January-March period, a 45 percent increase from last year. ",Twitter suspends 100k accounts for creating new ones after suspension
,"April 9, 2019 /  2:12 PM / 2 months ago",WASHINGTON (Reuters) - U.S. Attorney General William Barr said on Tuesday he expected to release next week the public version of Special Counsel Robert Mueller’s report on whether President Donald Trump’s campaign worked with Moscow to influence the 2016 election. ,Barr to release Mueller report 'within a week'
Amanda Becker,"April 8, 2019 /  11:22 PM / 2 months ago","WASHINGTON (Reuters) - U.S. Representative Eric Swalwell said on Monday he would seek the Democratic nomination for president, joining a crowded field seeking to take on Republican Donald Trump in the 2020 election. ",Democratic Congressman Swalwell joins White House race
Joseph Menn,"April 16, 2019 /  11:33 PM / 2 months ago","PALO ALTO (Reuters) - Microsoft Corp recently rejected a California law enforcement agency’s request to install facial recognition technology in officers’ cars and body cameras due to human rights concerns, company President Brad Smith said on Tuesday. ",Microsoft turned down facial-recognition sales on human rights concerns
Stephen Nellis,"April 16, 2019 /  6:23 PM / 2 months ago","SAN DIEGO, Calif. (Reuters) - Apple Inc and Qualcomm Inc on Tuesday opened  a complex trial with the iPhone maker using a fried chicken analogy to illustrate its claim the chip company is abusing  its market power while Qualcomm alleged a years-long plan by Apple to deprive it of billions in revenue, $13 at a time. ","Fried chicken vs $13: Apple, Qualcomm explain claims to jury as trial opens"
"Aditya Kalra,Sudarshan Varadhan","April 16, 2019 /  2:28 PM / 2 months ago","NEW DELHI (Reuters) - The Chinese video app TikTok is no longer available in Google and Apple app stores in India after a state court prohibited its downloads, a setback for developer Bytedance Technology’s efforts to tap users in a key market. ","TikTok vanishes from Google, Apple app stores in India after ban"
,"April 17, 2019 /  9:44 AM / 2 months ago","SHANGHAI (Reuters) - Meitu Inc, the Chinese firm best known for its selfie image-enhancing app, said on Wednesday it is venturing into the offline skincare market as it attempts to offset the impact of dwindling app users and a money-losing smartphone business. ",China selfie app firm Meitu forays into skincare to counter drop in users
Stephen Nellis,"April 16, 2019 /  7:05 PM / 2 months ago",(Reuters) - Qualcomm Inc on Tuesday won a major victory in its wide-ranging legal dispute with Apple Inc as the companies reached a surprise settlement that called for the iPhone to once again use Qualcomm modem chips. ,Qualcomm stock jumps 23 percent on surprise settlement with Apple
"Helena Soderpalm,Johannes Hellstrom","April 17, 2019 /  5:47 AM / 2 months ago","STOCKHOLM (Reuters) - Ericsson posted a first-quarter profit on Wednesday that swept past forecasts due to strong growth in North America and cost cuts, spurring the telecom equipment maker to boost its full-year outlook for the global networks market. ",Ericsson shares hit four-year high after profit tops forecasts for fifth quarter
,"April 17, 2019 /  10:21 AM / 2 months ago",(Reuters) - Dutch navigation and digital maps firm TomTom on Wednesday reported a forecast-beating 14 percent rise in first-quarter revenue and said it had won two contracts to supply high-definition maps to carmakers. ,"TomTom results top estimates, wins two high-definition map deals"
"Andy Sullivan,Sarah N. Lynch","April 9, 2019 /  11:07 AM / 2 months ago","WASHINGTON (Reuters) - On Aug. 29, 1991, William Barr had a decision to make.  ","In second stint as U.S. attorney general, Barr faces toughest call on Mueller report"
,"April 9, 2019 /  8:28 PM / 2 months ago","(Reuters) - Special Counsel Robert Mueller’s investigation into Russia’s role in the 2016 U.S. election has ensnared dozens of people, including several advisers to President Donald Trump and a series of Russian nationals and companies. ","Factbox: Guilty pleas, indictments abound in Trump-Russia probe"
,"April 17, 2019 /  11:29 AM / 2 months ago","JERUSALEM (Reuters) - Bizzabo, a U.S.-Israeli maker of software to manage and personalize professional events, said on Wednesday it raised $27 million in a funding round led by Viola Growth. ",Event software maker Bizzabo raises $27 million in private funding
Cate Cadell,"April 17, 2019 /  10:32 AM / 2 months ago","BEIJING (Reuters) - The personal life of JD.com chief Richard Liu returned to the spotlight of China’s social media on Wednesday, drawing 360 million views to briefly become the top trending item on the Twitter-like Weibo, after a civil lawsuit accused him of rape. ",Chief executive of China's JD.com back in spotlight over civil suit accusation of rape
,"April 17, 2019 /  12:32 PM / 2 months ago","BERLIN (Reuters) - China’s Huawei offered Berlin a “no-spy agreement” to address security concerns over the Chinese company’s involvement in building Germany’s next-generation 5G mobile infrastructure, a German magazine said on Wednesday.  ",Huawei CEO offered Berlin no-spy deal to soften 5G concerns: Wirtschaftswoche
,"April 17, 2019 /  12:24 PM / 2 months ago","BANGKOK (Reuters) - Thailand’s telecoms regulator said on Wednesday it would give operators longer to pay for 900-megahertz (MHz) licenses if they take part in an upcoming auction for 700 MHz licenses, which will be used for 5G technology. ",Thai telcos offered more time for payments if they bid in new auction
Foo Yun Chee,"April 17, 2019 /  12:40 PM / 2 months ago",STRASBOURG (Reuters) - Google and Amazon will have to tell companies how they rank products on their platforms while Facebook and other tech firms will have to be more transparent about their terms and conditions under new EU rules approved on Wednesday. ,"EU unfair practices digital rules put spotlight on Google, Amazon, Facebook"
Angela Moon,"April 17, 2019 /  1:05 PM / 2 months ago","NEW YORK (Reuters) - T-Mobile said on Wednesday it has launched a call protection feature with Comcast Corp to help protect customers from answering robocalls and spams, as robocalls have swollen into a tide numbering in the millions every day. ","T-Mobile, Comcast launch anti-robocalling feature, claim industry's first"
,"April 17, 2019 /  1:09 PM / 2 months ago","TEL AVIV (Reuters) - Israel’s Aidoc, which provides artificial intelligence tools for radiologists, said on Wednesday it raised $27 million, bringing its total funding to $40 million. ",Israeli AI-for-radiology startup Aidoc raises $27 million
Yimou Lee,"April 17, 2019 /  3:42 AM / 2 months ago","TAIPEI (Reuters) - Terry Gou, chairman of Apple supplier Foxconn, said on Wednesday he will contest Taiwan’s 2020 presidential election, shaking up the political landscape at a time of heightened tension between the self-ruled island and Beijing. ","Foxconn's Gou throws hat in ring for Taiwan presidency, with blessing of sea goddess"
Akanksha Rana,"April 17, 2019 /  11:59 AM / 2 months ago","(Reuters) - Qualcomm Inc added $30 billion to its market value after it resolved a legal battle with Apple Inc, a move that secures its leadership in 5G phone chips and could pave the way for a similar settlement with China’s Huawei Technologies. ",Qualcomm gains $30 billion in market value after Apple settlement
,"April 17, 2019 /  10:49 AM / 2 months ago","ZURICH (Reuters) - Switzerland will introduce a monitoring system to assuage concerns about the potential health impact of fifth-generation (5G) mobile frequency emissions and smooth the cutting-edge technology’s rollout, the government said on Wednesday. ",Switzerland to monitor potential health risks posed by 5G networks
Stephen Nellis,"April 17, 2019 /  11:03 AM / 2 months ago","SAN FRANCISCO (Reuters) - Apple Inc has held talks with at least four companies as possible suppliers for next-generation lidar sensors in self-driving cars, evaluating the companies’ technology while also still working on its own lidar unit, three people familiar with the discussions said. ",Exclusive: Apple in talks with potential suppliers of sensors for self-driving cars - sources
"Aditya Kalra,Sankalp Phartiyal","April 17, 2019 /  1:39 PM / 2 months ago","NEW DELHI/MUMBAI (Reuters) - An Indian ban on downloading TikTok, one of the world’s most  popular mobile applications, has heightened industry worries that technology companies could now face increased scrutiny and regulatory challenges in one of their most important markets. ",Video app TikTok's India download ban worries wider tech industry
Stephen Nellis,"April 17, 2019 /  1:54 PM / 2 months ago","SAN FRANCISCO (Reuters) - Aeva Inc, a startup company founded by former Apple Inc engineers Soroush Salehian and Mina Rezk, has signed a sensor-system deal with an Audi-owned unit that is working on self-driving technology for Volkswagen AG. ",Aeva signs sensor deal with Audi's self-driving unit
"David French,Anna Irrera","April 17, 2019 /  2:44 PM / 2 months ago","NEW YORK (Reuters) - Aspiration, a digital banking startup that allows customers to choose whether to pay fees, is embarking on its largest ever fundraising round, its chief executive, Andrei Cherny, told Reuters. ",Digital banking startup Aspiration seeks new funding round
Jonathan Stempel,"April 17, 2019 /  4:32 PM / 2 months ago","(Reuters) - Apple Inc was accused in a new lawsuit of securities fraud for concealing a slump in demand for iPhones, particularly in China, leading to a $74 billion one-day slide in its market value once the truth became known.    The complaint filed on Tuesday seeks damages for investors who bought Apple stock in the two months before Chief Executive Tim Cook on Jan. 2 unexpectedly reduced Apple’s quarterly revenue forecast as much as $9 billion, in part because of the intensifying U.S. trade war with China.     ",Apple accused in U.S. lawsuit of securities fraud over iPhone sales in China
Foo Yun Chee,"April 17, 2019 /  3:44 PM / 2 months ago","BRUSSELS (Reuters) - German car parts maker Continental and French rival Valeo have joined Daimler and Bury Technologies to seek an EU antitrust investigation into Nokia’s patent licensing practices for cars, the Finnish tech company said on Wednesday. ","Continental, Valeo seek EU antitrust action against Nokia"
Foo Yun Chee,"April 17, 2019 /  3:34 PM / 2 months ago",STRASBOURG (Reuters) - The European Commission’s push for a wifi-based standard for cars backed by Volkswagen took a big step forward on Wednesday after EU lawmakers endorsed wifi over 5G technology promoted by BMW and Qualcomm. ,EU lawmakers back wifi-based car standard in win for Volkswagen
,"April 17, 2019 /  6:30 PM / 2 months ago","(Reuters) - Facebook Inc is working to develop a voice assistant to rival the likes of Amazon.com Inc’s Alexa, Apple Inc’s Siri and Alphabet Inc’s Google Assistant. ",Facebook working on voice assistant to rival Amazon's Alexa
Gwénaëlle Barzic,"April 17, 2019 /  8:25 PM / 2 months ago","PARIS (Reuters) - French video game developer Ubisoft said on Wednesday it will offer free access to its “Assassin’s Creed” game, which allows players to roam in a meticulously reconstituted Notre-Dame Cathedral during the French revolution. ",Ubisoft offers Notre-Dame-themed Assassin's Creed game for free
,"April 17, 2019 /  6:46 PM / 2 months ago","(Reuters) - Uber Technologies Inc is nearing a deal with a group, including SoftBank Group Corp, to invest in its self-driving car unit to be valued at $7.25 billion, the Wall Street Journal reported on Wednesday, citing people familiar with the matter. ",Uber nears investment deal for self-driving car unit: WSJ
David Shepardson,"April 17, 2019 /  6:10 PM / 2 months ago","(Reuters) - The U.S. Transportation Department on Wednesday issued a draft environmental assessment for a Washington, D.C. to Baltimore tunnel that would carry passengers between the cities at high speeds in autonomous electric vehicles, the first step in a joint federal-state review of the Elon Musk project. ",U.S. advances review of Musk's Baltimore-Washington tunnel project
David Shepardson,"April 10, 2019 /  1:04 PM / 2 months ago","WASHINGTON (Reuters) - A bipartisan group of U.S. lawmakers introduced legislation on Wednesday to expand the electric vehicle tax credit by 400,000 vehicles per manufacturer, a provision that would give a boost to Tesla Inc and General Motors Co before the existing credit comes to an end for them. ","Exclusive: U.S. bill to boost electric car tax credits could rev GM, Tesla"
,"April 10, 2019 /  4:02 PM / 2 months ago",WASHINGTON (Reuters) - U.S. Attorney General William Barr said on Wednesday that a redacted version of Special Counsel Robert Mueller’s report on Russian interference in the 2016 U.S. election will be released next week. ,Mueller report out next week: Attorney General Barr
Stephen Nellis,"April 17, 2019 /  10:58 PM / 2 months ago","SAN FRANCISCO (Reuters) - Apple Inc and Qualcomm Inc on Tuesday settled an acrimonious two-year legal dispute. Shortly afterward, Intel Corp said it will exit the smartphone modem chip business. ","Explainer: How 5G drove moves by Apple, Qualcomm and Intel"
Foo Yun Chee,"April 17, 2019 /  7:03 PM / 2 months ago","STRASBROUG (Reuters) - The European parliament voted on Wednesday to fine firms like Facebook, Google and Twitter up to 4 percent of their turnover if they persistently fail to remove extremist content within one hour of being asked to do so by authorities. ",EU parliament votes to fine internet firms for not removing extremist content quickly
David Shepardson,"April 17, 2019 /  5:14 PM / 2 months ago","(Reuters) - Federal Communications Commission chairman Ajit Pai said on Wednesday he opposes China Mobile Ltd’s bid to provide U.S. telecommunications services, citing security risks, and said the commission will vote on whether to deny the company’s application in May. ",FCC set to block China Mobile bid to provide U.S. services
,"April 18, 2019 /  2:21 AM / 2 months ago","SEOUL (Reuters) - The world’s biggest smartphone maker, Samsung Electronics Co Ltd, on Thursday said it had received “a few” reports of damage to the main display of samples of its upcoming foldable handset. ",Samsung Electronics says will inspect damaged Galaxy Fold samples
"Karen Pierog,Caroline Stauffer","April 17, 2019 /  8:46 PM / 2 months ago",(Reuters) - Wisconsin’s governor said on Wednesday he wants to renegotiate the state’s contract with Foxconn Technology Group for investment incentives because the Taiwanese company is not expected to reach its job creation goals for the state. ,Wisconsin governor says he wants to renegotiate Foxconn contract
Joshua Franklin,"April 18, 2019 /  12:10 AM / 2 months ago","NEW YORK (Reuters) - Pinterest Inc’s initial public offering set the online scrapbook company’s valuation at $12.7 billion on Wednesday, above its expectations and a sign of strength for the tech IPO market after Lyft Inc’s struggles. ","Pinterest valued at $12.7 billion in IPO, sign of tech demand after Lyft struggles"
,"April 18, 2019 /  4:06 AM / 2 months ago","SAN FRANCISCO/SHANGHAI (Reuters) - Amazon.com Inc on Thursday said it is notifying sellers that it will no longer operate a marketplace nor provide seller services on its Chinese website, Amazon.cn, from July 18. ",Amazon says will not operate China marketplace site from July 18
"Jeffrey Dastin,Cate Cadell,Kane Wu","April 17, 2019 /  6:23 PM / 2 months ago","SAN FRANCISCO/BEIJING/HONG KONG (Reuters) - Amazon.com Inc said it will shut its China online store by July 18, as the U.S. e-commerce giant focuses on the lucrative businesses of selling overseas goods and cloud services in the world’s most populous nation. ","Amazon, facing entrenched rivals, says to shut China online store"
"Toby Sterling,Ju-min Park","April 17, 2019 /  3:04 PM / 2 months ago",AMSTERDAM/SEOUL (Reuters) - ASML Holding NV denied on Wednesday any involvement by its top client Samsung Electronics Co Ltd in an intellectual property theft case between the Dutch chip equipment maker and a competitor. ,ASML rejects Samsung's involvement in IP theft case with rival
David Shepardson,"April 10, 2019 /  3:58 PM / 2 months ago","WASHINGTON (Reuters) - The U.S. House of Representatives on Wednesday approved a bill on a 232 to 190 vote to reinstate landmark net neutrality protections adopted in 2015, but the effort faces an uphill battle to become law. ",U.S. House approves net neutrality bill but legislation faces long odds
,"April 10, 2019 /  9:23 PM / 2 months ago","WASHINGTON (Reuters) - Northrop Grumman Corp has been awarded a $3.2 billion U.S. defense contract for E-2D Advanced Hawkeye tactical airborne early warning aircraft, the Pentagon said on Wednesday. ",Northrop Grumman wins $3.2 billion U.S. defense contract: Pentagon
Tom Wilson,"April 18, 2019 /  6:11 AM / 2 months ago","LONDON (Reuters) - Major finance and tech firms are pouring money into startups building technology to develop the crypto market, even though they’re steering clear of the volatile currencies themselves. ",Big corporates back crypto 'plumbing' despite currency caution
